rest name,address,price,star,reviews count,class,author,from,elite,author friends,author reviews,author photos,join date,author useful votes,author funny votes,author cool votes,rating_distribution_5,rating_distribution_4,rating_distribution_3,rating_distribution_2,rating_distribution_1,review text,review date,review rating,totalPhotos,useful,funny,cool,isUpdated,businessOwnerReplies,businessOwnerRepliesdate,photo_1 link,photo_2 link,photo_3 link,photo_4 link,photo_5 link,photo_6 link,photo_7 link,photo_8 link,photo_9 link,photo_10 link
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Jason R.,"Washington, DC",,228,104,138,April 2013,62,20,13,50,30,8,6,10,"The BBQ was great. Beef ribs, brisket, baby backs...are all that. The pecan slaw wasn&#39;t special, good slaw with sprinkles of pecan. The after meal free fresh doughnuts were the bomb.",6/26/2022,4,1,2,1,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/pkZv-1023AonZqFPtlaeMA/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Thomas R.,"Richmond, CA",2022,41,185,361,August 2013,176,50,119,150,28,4,3,0,"Was in town looking for some decent food around the neighborhood and stumbled upon this not so hidden gem. <br><br>Nice sized parking lot, outdoor seating available that probably doesn&#39;t see much action in the summer time lol. Pretty big inside with plenty of seating. The interior is kinda dim, we walked through a random room to get to our table in the bar room area. Has a bit or an Adam&#39;s family vibe to the decor but not too spooky, just different.. very clean inside, restrooms as well. I chuckled when I saw ice in the men&#39;s urinals but it might not be as amusing for you lol. <br><br>The waitress was on her A game and got our order in quick and the food came out in a timely manner. The cornbread and butter was a great first step in the right direction. The brisket was everything I hoped it would be and the thin consistency bbq sauce was a nice compliment to the flavor. The chicken wasn&#39;t bad at all but I feel I could&#39;ve picked a different side. The waitress suggested it and I dont regret the order but im anxious to try the other options available. The mac n cheese was a 3/5, not bad at all but not my favorite place for Mac.  Overall the meal was solid and well rounded.<br><br>I enjoyed seeing a mix of all types of people in here which showed that many different types of palates enjoy the food here including myself. Service was stellar and the price wasn&#39;t bad at all.. <br><br>Sidenote- my kid ate before we came and he had no plans on eating but he got some shoe string fries and said they were perfect for the lifetime fry connoisseur lol.",9/13/2021,5,4,2,0,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/1_VYMaidI5UESSz6cMdVbA/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/xaRPVJV2yQCtI5YpVxkYbw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/pbNoCLVEClHWV0wQIdVjWA/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/ntr3Z4HrjaUg7JQ7ituo5g/o.jpg,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Diana B.,"Phoenix, AZ",,76,532,958,January 2011,629,571,236,272,4,7,8,241,"Food was awful k,not that great have me heartburn. They allow babies to scream &amp; cry  and not stop. It was annoying",7/2/2022,2,6,1,0,0,True,False,,https://s3-media0.fl.yelpcdn.com/bphoto/x7BL2-rqbrhNBkzb6LG8Wg/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/BgHLCQnSO0zxmhKDXd9V6g/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/8cdcD91lVW_QoCPdbmga3g/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/oms0MBeEj2-Kt-GVbNOu7g/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/B-FIEVVdd4j7MdjuhtpSwQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/uPrOdzKZi_cTrVHM-yqdIg/o.jpg,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Daw M.,"San Francisco, CA",2022,196,475,3777,June 2016,1258,432,1017,46,205,183,34,7,"AHHHH-MAZING bbq. I am soooo happy we stop and got lunch here on our road trip to the Grand Canyon. This place has amazing brisket and BABY BACK RIBS. <br><br>Definitely get the baby back ribs. The beef ribs are less meaty but still good. And chicken is average :) <br><br>The cornbread is good and the apple pie was HUGE, but wasn&#39;t my cup of hot mess  <br><br>Wonderful service from Blake. Thank you for an amazing experience!",8/8/2021,5,10,3,3,4,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/8PVpdus26cq-hM5lQHR8qw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/fKJ4c7k_FEEGJX6zGDz1fQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/yg3vUzW3qbWbHegjk18PsQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/SpaFEhTJKH_YrMVlsNzP_A/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/dDjEv4NSjLMEL2hxLlXR3w/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/rU_9h4cDMhhwFGpO6jQ19Q/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/-MLdJyH3HTGuUkKdlacgcQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/9Z9mcKCr5O2IkluCp4mZ0g/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/DGLPyKzq8sMD1GSYenNujA/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/yOyGIpoSGxkSecTp9LZWgw/o.jpg
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Angie T.,"Phoenix, AZ",2022,127,75,179,October 2014,62,18,32,34,26,9,4,2,"It was just okay. I was so excited to finally dine here. The hostess and the serving staff are awesome! Everyone was kind and my food came out very quickly. The problem is that it did not taste very good. I&#39;m wondering if part of their process includes baking the meat?  It could also be the meat quality that is causing the beef to taste more like pork. It just wasn&#39;t as good as they have the potential for.  If you like real Texas bbq you won&#39;t be satisfied no matter how many stars they have on Yelp. I threw most of my food away.  I&#39;m sorry, but I can recommend this place.",2/8/2022,2,2,1,1,0,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/oBUaZXkxHdN_lc5_MnwqNQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Pl9ZRDe-q8Mkqf3zaI3uqQ/o.jpg,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Rachel B.,"NM, NM",2022,25,262,718,December 2016,482,117,159,105,92,40,16,9,"Still delicious! This time I went for the Q Rolls as my entire meal! Good decision - if I say so myself! I did order a cup of baked potato soup - soup of the day. It wasn&#39;t incredible - just okay. <br><br>My eating companion enjoyed the Beef Ribs. He stated they were tender, juicy, and flavorful. He was impressed that they served them and prepared them very well. Further, the BBQ sauces are a medley of perfection. <br><br>We arrived at 8:30 on a Saturday night, it was raining, we had no wait time for a table! The servers were professional. AND THE DONUTS WERE THE PERFECT CONCLUSION! <br><br>I highly recommend!",7/4/2021,5,3,3,1,1,True,False,,https://s3-media0.fl.yelpcdn.com/bphoto/em5GgaBu4ak6G9gEhIMihg/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/30I-DmEqj6RV-CKTd0KnsQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/L-ICgONwQpHr0uCdBHjHoA/o.jpg,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Bobby G.,"Phoenix, AZ",,0,5,11,,5,3,3,3,0,0,0,2,We highly recommend Bobby Q&#39;s. Last night we had excellent service our server Ryan went above and beyond and made our dining experience very pleasant and memorable. We started off with the Fried Zucchini which was one of the best we have ever had because of the light breading. Our entrées were the Prime Rib French Dip with Beer Fries and the Southern Fried Chicken both were extremely mouth watering. Our dessert Miss McGees Mud Pie was perfect for such a hot day and a huge portion. We highly recommend going to Bobby Q&#39;s,5/29/2022,5,6,1,1,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/APjWlm_L-huvwdjg5FxBnw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/dUOQyil-UCyJK8-W-2fL6Q/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/gN3kzdUOqiLinXdljcZmpg/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/00E9elEQK8kZ8VNY5pLdww/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/WIMfn7TRNPtgtwtv2-vduQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/JBhDgMSasK6f3IRQRdHCVw/o.jpg,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Leslie G.,"Phoenix, AZ",2022,71,351,1394,January 2011,1248,295,1049,95,158,65,23,10,"Can we talk about the smokehouse burger and how fantastic it is?   Burger perfectly cooked. Add on that cheddar cheese, amazing bacon, topped with fried onion strings! Oh my!! <br><br>The fries were a bit disappointing. Not cooked near enough.  The potato salad on the other hand was amazing!  <br><br>The brisket sandwich was delicious and the Mac n cheese was alright.  The burger was definitely the star along with that potato salad!!",4/18/2021,4,2,5,1,6,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/vekfXqixSNzVN_aifFO8Ig/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/wvNBnyW2QLtaQ3EhRllKFA/o.jpg,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Mikhala S.,"Minneapolis, MN",2022,1697,326,3541,April 2017,1312,329,1032,178,107,34,6,1,"Had an awesome meal here! Outdoor seating was quaint- definitely recommend making a reservation ahead of time. <br><br>The complimentary cornbread was delish, and we loved the BBQ meat platters and sides we got.",4/27/2021,5,1,2,0,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/R1PUHuILcv8Xp7bkQ7k5Lw/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Lisa D.,"Chandler, AZ",2022,86,323,400,September 2011,238,58,118,153,115,26,19,10,"I&#39;m not a huge bar b que fan, but if I was, this would be my favorite restaurant! The corn bread is amazing and the service is top notch. The decor is really cute as well and goes perfect with the country bbq restaurant vibe. I had the chicken BBQ salad which comes in a small or large portion size. The salad tasted very fresh and the dressing was delicious. My boyfriend had the brisket sandwich. Perhaps the best part of the meal were the free donuts that were brought to our table after our dinner. This is definitely a restaurant to check out if you love bbq.",10/18/2021,5,3,2,2,2,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/RvA9gHwcEeWRjG_Zr2QtTA/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/hBF3Yv1bkhjtUL9-8ECqfQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/pz1er4njLrolYXW3uuAlLw/o.jpg,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Vianca H.,"Peoria, AZ",2022,50,106,119,June 2015,112,32,63,63,20,14,6,3,"Bobby Q&#39;s has one of the best bbq in town. My favorite personally is their happy hour specials, which includes lots of my menu recommendations. The tomatillo brisket Mac &amp; cheese is packed with flavor and super rich, it cures the soul. I&#39;d also recommend the machaca nachos and the bbq sliders. <br><br>Unexpectedly Bobby Q&#39;s has some really good tacos! On Tuesday&#39;s they are are only $2! <br><br>Cheers friends!",4/10/2021,4,2,2,1,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/bsnGv5GTCBcHAlmsDPfc2Q/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/5RNu1IBjO-jQOGIY-wjhLg/o.jpg,,,,,,,,
